Year,Month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
1998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,4,,,
1998,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,0,0,0,0,0
1998,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,53,42,30,1,0,0,0,0,3,
1998,5,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,154,36,5,1,0,0,22,97,13,4,24,0
1998,6,0,0,0,0,3,2,2,6,2,110,7,4,0,0,0,39,13,0,40,28,36,8,9,37,13,0,6,0,0,0,
1998,7,1,3,17,63,75,223,120,24,28,58,32,64,131,83,15,38,168,28,2,0,0,0,4,12,11,8,30,18,0,1,0
1998,8,4,10,22,51,53,33,4,4,0,0,23,61,243,115,30,18,10,45,5,0,1,0,2,3,8,62,22,24,40,166,95
1998,9,102,7,22,1,6,23,16,50,25,21,3,25,2,0,0,0,0,0,0,0,6,1,0,0,0,0,11,1,1,0,
1998,10,2,0,0,0,0,0,0,0,0,0,0,9,0,9,8,54,2,0,8,9,37,46,0,0,0,0,0,0,0,0,0
1998,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37,0,0,0,0,0,0,
1998,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,5,0,0,0,0,0,3,14,56,34,1,0,1,0,3,0,16,25,1,7,8,10,23,40,59,0,5,3,5,71,190,3
1999,6,0,0,3,0,9,3,4,0,22,0,36,93,8,0,0,1,5,7,20,74,78,139,83,48,11,106,3,46,23,31,
1999,7,83,16,36,0,0,0,5,18,22,23,6,146,118,43,16,4,0,50,63,73,68,5,46,0,0,1,4,14,32,2,25
1999,8,7,10,68,22,67,50,41,95,87,41,15,73,104,72,47,16,20,11,26,16,17,0,0,4,0,9,66,96,17,13,24
1999,9,8,1,0,2,0,0,1,3,0,0,9,47,24,16,11,21,43,1,0,4,26,112,23,37,0,0,0,0,0,2,
1999,10,0,0,0,18,0,0,0,15,36,27,1,6,1,0,0,0,2,78,44,34,1,0,0,0,0,0,0,0,0,8,6
1999,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1999,12,0,0,0,0,0,0,0,0,0,38,13,30,0,0,0,0,0,0,0,0,0,0,0,0,3,2,38,0,0,0,0
2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,
2000,3,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,0,0,15,16,6,4,0,3,
2000,5,16,2,56,0,19,7,10,1,37,0,0,3,0,0,0,11,4,4,0,53,0,55,8,101,76,10,70,18,10,18,0
2000,6,0,6,0,0,32,5,4,45,28,11,85,40,150,0,0,0,1,14,22,19,27,10,144,48,133,10,3,1,2,1,
2000,7,0,0,0,0,0,10,39,0,23,43,3,52,96,90,69,2,17,200,133,91,135,28,28,115,92,4,17,13,0,0,0
2000,8,22,29,101,8,57,6,7,5,1,0,2,29,1,32,53,115,71,22,0,2,4,0,1,2,0,0,0,0,98,115,87
2000,9,66,29,22,23,15,144,4,28,47,42,0,0,10,3,0,0,0,9,1,0,0,0,0,4,32,19,4,1,0,0,
2000,10,30,171,26,11,0,0,0,0,1,2,0,0,0,0,0,1,17,14,10,1,0,2,0,0,0,0,49,39,50,0,0
2000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,
2000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,,
2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2001,5,0,0,0,48,55,22,9,16,2,1,57,87,8,0,0,0,0,0,0,0,20,1,26,7,14,0,1,1,0,0,4
2001,6,10,71,1,116,65,39,32,21,86,4,0,3,30,59,81,148,120,43,34,92,175,25,3,6,1,17,6,0,38,47,
2001,7,64,140,20,2,0,5,4,0,39,74,83,41,37,0,18,7,5,0,27,33,47,14,51,3,53,18,17,101,0,0,0
2001,8,70,40,27,4,16,0,1,13,13,4,2,1,1,31,76,65,26,26,0,0,20,4,3,10,3,19,39,13,3,4,0
2001,9,0,0,4,2,15,2,18,7,2,4,1,20,9,0,0,73,108,94,29,22,0,0,8,4,0,0,3,1,0,0,
2001,10,4,0,7,55,1,0,0,0,0,23,7,0,0,2,0,0,0,7,14,13,0,0,0,0,0,0,18,30,27,10,18
2001,11,31,12,17,1,0,1,1,0,17,1,19,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2001,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,0,7,0,0,0
2002,4,0,0,4,56,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,
2002,5,0,0,0,0,0,8,21,37,36,33,79,4,0,30,0,1,11,0,21,0,0,0,8,53,5,14,57,68,8,0,0
2002,6,0,0,0,4,38,8,41,43,0,11,7,7,41,30,17,0,1,2,0,1,18,38,10,10,24,25,3,20,62,42,
2002,7,102,189,81,112,33,7,8,9,51,46,38,1,0,12,13,0,1,12,17,39,48,84,52,185,1,80,3,6,1,3,2
2002,8,0,4,12,2,15,2,13,0,8,46,38,66,40,31,16,157,107,17,2,8,3,0,0,1,3,17,45,4,0,0,1
2002,9,0,1,3,47,0,11,26,19,62,8,7,3,0,0,2,12,5,0,2,1,10,0,0,26,4,0,5,51,11,0,
2002,10,0,0,0,0,0,0,0,2,0,0,1,0,0,27,122,53,11,0,0,37,77,0,0,0,0,0,0,0,0,0,0
2002,11,0,0,0,13,0,0,0,0,0,0,0,29,103,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,
2002,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2003,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,46,8,2,0,0,0,0,0,0,0,0,0,0,0,0
2003,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,
2003,5,0,32,8,75,0,1,0,0,0,0,0,0,0,2,12,108,220,0,0,0,54,32,0,0,6,0,0,15,9,0,0
2003,6,0,0,0,34,52,68,1,42,17,21,110,66,13,42,8,77,84,45,2,17,150,68,169,0,6,79,72,30,20,56,
2003,7,72,12,2,1,0,0,0,8,0,25,64,33,10,2,0,10,0,3,9,31,21,62,24,7,11,85,31,46,72,162,93
2003,8,61,13,12,0,0,0,0,14,27,45,12,111,90,39,8,35,11,0,0,1,0,10,24,0,3,6,2,21,14,76,20
2003,9,24,51,115,15,0,0,28,14,33,0,19,0,2,0,0,2,3,0,1,5,0,0,0,8,2,17,2,1,5,0,
2003,10,0,0,0,0,6,30,23,9,57,31,34,5,0,0,2,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0
2003,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2003,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2004,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,35,0,0,0,0,24,2,30,0,45,0,0,0,0,0,0,0,40,27,0,0,0,1,0,0,0,0,0,0,
2004,5,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,25,0,11,17,0,47,2,110,26,0,0,0,0,2,0
2004,6,0,4,0,35,0,6,0,1,0,2,1,27,3,5,6,19,18,63,205,142,83,1,1,0,38,14,7,0,23,1,
2004,7,0,12,0,13,31,44,8,99,4,115,46,54,0,0,28,82,34,14,4,66,74,0,0,1,0,16,1,0,1,3,1
2004,8,0,0,0,14,53,38,115,7,2,1,5,102,108,61,19,5,1,19,17,4,4,2,5,2,0,8,12,58,1,23,0
2004,9,21,0,0,17,0,0,0,2,0,3,61,77,106,20,93,3,26,2,0,0,0,4,2,0,1,0,0,0,0,0,
2004,10,0,0,0,0,41,29,24,52,36,0,0,0,0,0,22,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0
2005,4,0,0,0,0,0,0,0,0,0,5,80,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
2005,5,0,0,0,0,0,26,0,0,0,1,20,0,0,0,0,0,0,0,0,4,0,2,44,0,81,0,0,0,0,0,0
2005,6,0,0,0,0,115,1,0,0,0,1,141,12,0,0,0,5,11,0,0,0,0,12,3,97,118,14,99,93,79,47,
2005,7,77,34,57,91,35,24,0,0,2,32,39,5,0,10,4,0,2,12,2,8,12,5,1,0,0,17,10,8,40,12,69
2005,8,5,17,25,56,74,32,4,46,53,42,5,19,0,9,31,21,12,0,9,19,18,29,24,0,199,94,7,30,11,65,1
2005,9,5,10,71,6,0,0,20,3,0,16,4,4,6,0,0,17,20,1,0,10,71,1,1,12,59,1,1,0,1,2,
2005,10,124,47,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,1,0,0,16,9,0,0,0,1,20,0,18
2005,11,8,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0
2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,13,0,0,0,0,0,0,0,0,0,0,43,
2006,5,0,0,0,0,29,0,24,15,0,12,6,31,19,0,34,0,8,0,0,34,0,0,0,11,2,172,135,46,45,167,10
2006,6,12,9,0,1,43,63,31,79,80,68,113,0,5,42,72,17,0,0,0,4,11,0,0,1,0,0,6,2,0,3,
2006,7,1,7,1,106,42,0,9,0,100,134,64,76,14,0,26,13,10,2,3,46,17,18,0,10,0,0,35,25,25,18,0
2006,8,1,1,4,1,3,0,13,36,15,2,13,1,12,15,27,0,4,4,7,12,19,66,64,7,12,0,0,0,1,44,1
2006,9,5,45,40,7,0,0,0,0,0,23,0,1,0,0,4,0,0,6,4,89,77,126,214,12,0,0,0,0,11,14,
2006,10,0,0,0,10,6,0,0,0,0,2,0,0,0,37,0,0,0,0,0,16,5,0,0,0,0,0,0,2,0,0,0
2006,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,2,0,0,0,0,0,15,0,0,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,4,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,4,0,7,2,0,0,0,3,30,0,
2007,5,0,0,0,12,0,0,0,1,10,0,5,0,0,18,107,0,0,2,0,64,116,35,2,1,0,0,0,0,0,0,0
2007,6,0,0,0,1,22,35,2,6,13,18,43,101,80,42,88,17,10,0,4,0,0,0,0,0,0,0,0,0,27,131,
2007,7,188,74,65,100,90,107,55,24,40,4,0,0,0,2,4,51,23,46,13,77,79,34,70,63,21,29,2,1,9,0,3
2007,8,5,14,0,6,0,0,26,22,0,34,10,30,66,15,12,11,29,3,16,3,0,0,3,24,50,32,47,6,0,29,33
2007,9,5,3,0,2,16,55,159,29,10,6,41,11,2,0,0,0,0,13,4,0,1,0,9,26,3,0,0,0,12,2,
2007,10,18,0,1,0,3,1,25,170,4,10,9,0,0,7,21,49,119,34,0,0,21,0,0,0,0,0,0,0,0,0,0
2007,11,0,0,0,21,0,0,0,0,0,2,0,0,0,6,22,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2007,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0
2008,2,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2008,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2008,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008,5,0,0,0,15,0,5,0,0,1,0,0,5,0,0,0,1,22,8,71,23,0,0,12,0,0,0,0,24,6,0,51
2008,6,0,0,0,4,0,8,0,0,18,360,1,5,1,0,3,22,121,7,67,27,30,2,62,1,0,5,250,49,88,187,
2008,7,152,94,134,45,89,132,35,64,24,2,42,12,31,70,125,4,32,70,6,27,16,0,0,1,0,1,1,14,9,8,35
2008,8,13,0,3,0,0,40,27,0,2,15,7,30,37,14,55,64,50,117,47,11,1,1,0,6,3,0,1,13,10,57,40
2008,9,13,0,3,8,19,13,0,3,1,0,1,10,27,18,27,4,3,40,0,2,3,14,29,3,0,4,24,96,22,0,
2008,10,0,27,6,0,0,0,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,15,66,1,0,0,0
2008,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,88,1,0,0,0,0,0,0,0,0,0,0,0,
2009,5,0,0,0,18,0,0,0,0,0,0,0,11,0,2,1,10,0,1,3,0,0,0,0,0,47,93,2,0,0,51,2
2009,6,9,14,33,0,18,4,10,4,14,0,0,0,0,0,0,0,0,1,7,6,0,0,0,1,0,2,3,46,107,45,
2009,7,8,41,69,0,6,6,61,74,84,57,43,33,0,2,25,35,48,1,0,0,29,30,15,36,1,0,54,36,35,117,25
2009,8,68,29,3,0,28,43,43,54,26,5,11,9,1,18,0,3,0,12,47,44,95,59,207,1,0,19,96,16,0,0,7
2009,9,1,1,4,7,12,15,4,57,68,2,0,2,44,105,0,0,13,0,21,20,20,24,47,3,1,0,4,10,0,0,
2009,10,0,0,35,24,4,4,3,4,2,39,2,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,54,0,0,0,0,0,0,0,0,0,0,
2009,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1
2010,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2010,5,0,0,0,0,0,21,0,0,0,4,0,1,0,0,0,0,0,0,0,2,185,68,87,162,89,2,56,1,21,7,11
2010,6,24,0,0,2,17,12,0,0,0,41,2,15,75,78,132,186,25,36,9,96,2,4,1,1,48,38,46,29,22,41,
2010,7,2,1,0,4,3,18,5,7,34,49,35,81,70,5,1,0,6,0,13,6,0,57,9,7,20,39,10,0,0,2,12
2010,8,27,1,1,5,1,0,0,9,1,1,8,9,61,11,11,29,1,10,18,6,0,0,0,21,4,48,12,57,17,73,59
2010,9,10,4,0,8,1,5,1,3,19,0,36,21,23,12,40,14,0,6,0,5,1,1,0,7,2,35,0,1,0,2,
2010,10,0,0,0,0,0,27,80,95,81,17,17,0,3,21,15,0,1,0,0,0,0,0,0,13,3,0,0,0,0,0,2
2010,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,
2010,12,0,0,0,0,0,0,0,0,0,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2011,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,16,0,
2011,5,0,0,0,4,13,13,1,11,0,0,2,22,0,8,0,0,0,14,8,21,0,54,41,4,0,14,0,2,1,30,33
2011,6,29,0,0,0,0,0,0,15,22,98,2,3,0,6,4,24,64,71,145,10,16,26,59,21,24,17,67,54,79,70,
2011,7,18,48,0,45,0,0,8,0,11,0,29,0,0,5,11,5,1,62,119,163,231,80,4,25,7,1,0,0,0,3,1
2011,8,14,90,4,32,57,58,159,97,218,161,99,14,41,0,0,28,28,1,12,8,1,7,43,35,6,2,2,4,0,5,0
2011,9,5,13,16,0,0,4,76,106,87,43,0,0,18,16,58,148,42,18,5,0,1,14,15,5,2,0,0,0,0,0,
2011,10,25,18,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,74,44,70,0,5,34,1,0,0,0,0,0,0,0
2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2012,3,0,5,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,0,0,0,0,0,0,0,0,66,15,13,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,
2012,5,27,95,2,0,0,0,0,0,0,0,0,15,0,13,0,14,63,0,0,0,0,0,0,0,0,0,0,12,9,2,2
2012,6,17,10,0,0,0,0,1,0,0,17,0,0,5,111,118,170,79,0,10,3,30,19,37,81,104,15,240,4,16,15,
2012,7,0,0,6,19,19,30,24,11,21,23,31,43,18,27,30,43,77,67,82,6,0,26,32,21,66,15,64,76,100,85,68
2012,8,49,23,15,12,29,73,41,120,81,11,63,33,105,8,0,4,3,0,1,55,10,0,6,15,7,0,0,28,8,0,1
2012,9,1,28,0,4,54,0,0,1,20,17,35,42,5,51,0,0,0,0,0,4,0,4,3,9,15,1,0,2,1,5,
2012,10,1,2,23,67,29,2,0,2,0,9,106,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,11,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
2012,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2013,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,5,0,0,0,0,72,22,76,54,19,0,0,0,0,1,58,17,14,0,0,0,11,20,78,14,79,63,10,19,17,34,22
2013,6,44,0,0,27,0,3,23,70,29,58,29,14,15,0,5,0,0,0,3,2,0,8,0,1,34,36,38,62,191,184,
2013,7,41,5,7,3,6,0,0,0,48,13,3,4,50,76,1,0,1,27,38,32,7,11,0,0,20,99,74,65,76,24,41
2013,8,65,14,1,0,0,5,15,1,0,0,1,2,0,0,0,15,119,334,92,71,98,8,0,0,1,2,8,89,34,25,0
2013,9,4,7,33,14,3,43,0,8,7,0,0,2,0,7,6,1,2,59,0,1,0,0,2,1,9,3,15,4,0,6,
2013,10,0,0,34,27,63,102,34,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,2,0,3,7,114,1,0,0,0
2013,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2013,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,0,,,
2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,5,6,1,2,1,0,0,0,4,3,0,5,52,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,16,24,0
2014,6,2,0,9,11,3,0,5,15,1,0,0,0,0,0,7,1,0,8,36,54,90,45,139,91,2,67,17,8,25,41,
2014,7,5,19,49,30,15,0,0,0,0,0,9,0,0,0,0,21,79,54,16,116,128,99,40,16,4,0,0,0,5,7,5
2014,8,8,8,16,32,63,7,29,2,6,7,45,18,8,19,20,70,78,24,0,51,2,22,0,42,0,0,0,14,0,0,20
2014,9,7,0,0,17,3,9,0,2,8,0,0,3,2,0,10,4,0,0,13,1,22,4,5,140,12,2,0,0,0,0,
2014,10,0,0,4,0,18,0,0,0,0,0,9,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2014,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2015,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2015,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,33,0,0,0,0,0,0,
2015,5,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,5,0,0,0,0,0,63,0,0,0,0,3,0
